ticket_id,customer_id,created_date,issue_type,contact_channel,resolution_hours,ticket_status,satisfaction_score
T0000403,C001657,2026-05-01,Incorrect points balance,Chat,4,Resolved,1
T0000404,C009713,2026-05-14,Damaged item,Email,5,Resolved,1
T0000405,C009542,2026-06-20,Damaged item,Email,3,Resolved,5
T0000406,C003897,2026-06-23,Refund delay,Phone,3,Resolved,1
T0000407,C009265,2026-03-01,Refund delay,Email,23,Resolved,4
T0000408,C007249,2026-02-04,Refund delay,Phone,25,Resolved,1
T0000409,C004212,2026-01-01,Damaged item,Email,18,Resolved,3
T0000410,C007681,2026-04-19,Damaged item,Chat,18,Reopened,5
T0000411,C003489,2026-03-04,Missing loyalty points,Phone,15,Resolved,3
T0000412,C011597,2026-02-17,Damaged item,Phone,47,Resolved,5
T0000413,C003215,2026-05-23,Redemption failed,Chat,47,Reopened,3
T0000414,C003926,2026-06-18,Refund delay,Chat,43,Resolved,4
T0000415,C006495,2026-03-27,Refund delay,Phone,5,Resolved,5
T0000416,C009014,2026-01-08,Account access,Chat,23,Resolved,2
T0000417,C005407,2026-01-11,Account access,Phone,26,Resolved,4
T0000418,C000730,2026-03-22,Late delivery,Chat,21,Resolved,4
T0000419,C010027,2026-04-01,Late delivery,Chat,37,Resolved,5
T0000420,C001962,2026-02-06,Account access,Phone,3,Resolved,1
T0000421,C011953,2026-07-20,Refund delay,Chat,8,Resolved,2
T0000422,C007697,2026-06-21,Late delivery,Phone,28,Resolved,5
T0000423,C010553,2026-05-03,Refund delay,Chat,43,Resolved,2
T0000424,C010011,2026-06-20,Refund delay,Chat,46,Resolved,4
T0000425,C008809,2026-03-05,Late delivery,Phone,21,Resolved,5
T0000426,C002696,2026-03-23,Refund delay,Phone,25,Reopened,4
T0000427,C002022,2026-07-03,Account access,Chat,23,Resolved,3
T0000428,C006879,2026-03-19,Refund delay,Email,5,Resolved,4
T0000429,C004601,2026-05-23,Refund delay,Chat,21,Resolved,1
T0000430,C004415,2026-07-24,Account access,Chat,11,Resolved,1
T0000431,C000557,2026-05-18,Incorrect points balance,Chat,51,Resolved,4
T0000432,C005204,2026-03-13,Damaged item,Phone,14,Resolved,3
T0000433,C011913,2026-05-03,Damaged item,Phone,10,Resolved,4
T0000434,C006690,2026-05-24,Late delivery,Phone,7,Resolved,1
T0000435,C000615,2026-02-17,Account access,Phone,45,Resolved,3
T0000436,C006735,2026-03-04,Damaged item,Email,10,Resolved,4
T0000437,C001658,2026-05-26,Missing loyalty points,Chat,20,Resolved,2
T0000438,C008680,2026-07-05,Account access,Email,2,Resolved,5
T0000439,C006998,2026-04-21,Damaged item,Phone,37,Resolved,2
T0000440,C000794,2026-06-19,Redemption failed,Email,91,Resolved,4
T0000441,C002148,2026-07-19,Refund delay,Phone,44,Resolved,5
T0000442,C001813,2026-03-17,Missing loyalty points,Phone,91,Resolved,2
T0000443,C004263,2026-02-19,Account access,Email,36,Resolved,4
T0000444,C000791,2026-02-15,Damaged item,Chat,12,Reopened,4
T0000445,C009520,2026-03-19,Account access,Email,26,Resolved,2
T0000446,C004850,2026-01-08,Account access,Email,15,Resolved,2
T0000447,C000620,2026-07-11,Redemption failed,Phone,4,Resolved,4
T0000448,C000140,2026-07-03,Incorrect points balance,Email,29,Resolved,1
T0000449,C003409,2026-01-11,Redemption failed,Phone,83,Reopened,1
T0000450,C002563,2026-04-03,Damaged item,Chat,38,Resolved,2
T0000451,C004663,2026-04-06,Late delivery,Phone,33,Resolved,1
T0000452,C010248,2026-07-26,Late delivery,Email,6,Resolved,2
T0000453,C005636,2026-04-23,Account access,Chat,13,Reopened,1
T0000454,C003770,2026-04-08,Account access,Email,11,Resolved,3
T0000455,C007254,2026-01-22,Account access,Email,29,Resolved,5
T0000456,C001534,2026-04-01,Incorrect points balance,Phone,73,Resolved,3
T0000457,C000838,2026-03-03,Missing loyalty points,Email,33,Reopened,5
T0000458,C005635,2026-01-01,Damaged item,Chat,9,Resolved,2
T0000459,C003606,2026-01-05,Refund delay,Email,44,Resolved,3
T0000460,C008983,2026-02-01,Account access,Chat,31,Resolved,4
T0000461,C005890,2026-02-26,Account access,Chat,44,Resolved,3
T0000462,C005874,2026-05-15,Account access,Chat,30,Resolved,4
T0000463,C001527,2026-06-26,Account access,Chat,21,Resolved,4
T0000464,C006955,2026-07-02,Account access,Phone,42,Resolved,5
T0000465,C007370,2026-01-08,Account access,Phone,34,Resolved,3
T0000466,C007854,2026-05-15,Account access,Phone,39,Resolved,2
T0000467,C008033,2026-03-20,Damaged item,Phone,13,Resolved,2
T0000468,C009082,2026-07-27,Damaged item,Chat,10,Resolved,1
T0000469,C003245,2026-06-10,Late delivery,Phone,13,Resolved,1
T0000470,C009922,2026-01-23,Late delivery,Email,38,Resolved,3
T0000471,C000672,2026-05-27,Incorrect points balance,Email,61,Reopened,4
T0000472,C001705,2026-02-14,Incorrect points balance,Chat,92,Reopened,3
T0000473,C002073,2026-05-16,Missing loyalty points,Email,42,Resolved,1
T0000474,C000783,2026-05-07,Redemption failed,Email,90,Reopened,5
T0000475,C005565,2026-05-18,Damaged item,Chat,18,Resolved,1
T0000476,C001838,2026-03-07,Incorrect points balance,Phone,2,Resolved,3
T0000477,C011201,2026-02-04,Account access,Phone,36,Resolved,5
T0000478,C001173,2026-06-04,Redemption failed,Email,82,Resolved,2
T0000479,C004414,2026-07-27,Late delivery,Phone,10,Resolved,3
T0000480,C011223,2026-02-14,Account access,Email,37,Resolved,1
T0000481,C005155,2026-04-15,Damaged item,Phone,2,Resolved,2
T0000482,C002264,2026-01-01,Late delivery,Phone,23,Resolved,5
T0000483,C006071,2026-01-14,Refund delay,Email,10,Resolved,1
T0000484,C010223,2026-02-26,Damaged item,Chat,16,Resolved,2
T0000485,C007489,2026-02-18,Late delivery,Phone,19,Resolved,2
T0000486,C008899,2026-02-04,Account access,Email,17,Resolved,4
T0000487,C008001,2026-04-01,Damaged item,Chat,36,Resolved,5
T0000488,C009384,2026-01-05,Damaged item,Phone,42,Resolved,2
T0000489,C009949,2026-04-04,Late delivery,Phone,24,Resolved,4
T0000490,C004934,2026-07-26,Damaged item,Chat,31,Resolved,5
T0000491,C006686,2026-02-10,Refund delay,Email,5,Resolved,3
T0000492,C004187,2026-05-27,Refund delay,Chat,30,Resolved,5
T0000493,C007325,2026-06-08,Refund delay,Chat,11,Reopened,5
T0000494,C007920,2026-01-14,Refund delay,Email,42,Resolved,5
T0000495,C001493,2026-07-04,Refund delay,Email,3,Resolved,5
T0000496,C011679,2026-07-24,Late delivery,Email,17,Resolved,4
T0000497,C010737,2026-04-17,Damaged item,Email,33,Resolved,4
T0000498,C006215,2026-04-19,Late delivery,Email,4,Resolved,2
T0000499,C001528,2026-06-24,Incorrect points balance,Phone,78,Resolved,4
T0000500,C003095,2026-06-02,Account access,Email,35,Resolved,4
T0000501,C005237,2026-03-22,Late delivery,Email,24,Resolved,2
T0000502,C006499,2026-02-16,Damaged item,Chat,9,Resolved,1
T0000503,C009421,2026-03-14,Account access,Email,5,Resolved,4
T0000504,C003968,2026-05-03,Refund delay,Email,26,Resolved,1
T0000505,C002529,2026-04-11,Refund delay,Chat,9,Resolved,1
T0000506,C001375,2026-05-17,Redemption failed,Phone,25,Resolved,4
T0000507,C010160,2026-05-27,Account access,Chat,26,Reopened,3
T0000508,C005919,2026-07-23,Damaged item,Chat,31,Resolved,4
T0000509,C010150,2026-04-17,Account access,Phone,35,Resolved,3
T0000510,C000208,2026-05-12,Missing loyalty points,Chat,67,Resolved,2
T0000511,C008063,2026-01-05,Account access,Email,32,Resolved,1
T0000512,C009048,2026-03-15,Late delivery,Phone,2,Resolved,2
T0000513,C004542,2026-02-03,Refund delay,Email,34,Resolved,4
T0000514,C001850,2026-04-12,Damaged item,Email,44,Resolved,2
T0000515,C010045,2026-06-01,Account access,Chat,14,Resolved,1
T0000516,C003267,2026-02-21,Damaged item,Phone,7,Reopened,4
T0000517,C007444,2026-05-20,Account access,Email,42,Resolved,1
T0000518,C009190,2026-03-11,Refund delay,Phone,26,Resolved,5
T0000519,C003291,2026-06-13,Late delivery,Chat,17,Resolved,3
T0000520,C005518,2026-06-26,Damaged item,Phone,26,Resolved,3
T0000521,C004783,2026-02-15,Damaged item,Email,19,Resolved,5
T0000522,C010714,2026-01-05,Refund delay,Phone,36,Resolved,4
T0000523,C002098,2026-03-17,Late delivery,Phone,30,Resolved,3
T0000524,C001708,2026-06-05,Damaged item,Email,19,Reopened,3
T0000525,C011708,2026-07-24,Refund delay,Phone,42,Resolved,3
T0000526,C007773,2026-03-03,Damaged item,Email,38,Resolved,3
T0000527,C006675,2026-05-02,Late delivery,Email,6,Resolved,3
T0000528,C007579,2026-07-13,Late delivery,Phone,45,Resolved,5
T0000529,C002373,2026-01-10,Late delivery,Phone,19,Resolved,3
T0000530,C011424,2026-03-13,Refund delay,Chat,27,Resolved,1
T0000531,C008171,2026-04-01,Refund delay,Phone,38,Reopened,5
T0000532,C006339,2026-05-07,Refund delay,Phone,13,Resolved,1
T0000533,C007546,2026-04-23,Damaged item,Email,24,Resolved,3
T0000534,C006720,2026-04-26,Damaged item,Phone,16,Reopened,2
T0000535,C005998,2026-03-26,Account access,Chat,27,Resolved,1
T0000536,C005373,2026-07-08,Account access,Phone,26,Reopened,1
T0000537,C006090,2026-01-14,Damaged item,Email,20,Reopened,5
T0000538,C002801,2026-01-27,Redemption failed,Chat,22,Resolved,1
T0000539,C007039,2026-06-08,Account access,Email,15,Resolved,4
T0000540,C009096,2026-03-23,Damaged item,Email,19,Resolved,4
T0000541,C006903,2026-05-25,Damaged item,Chat,25,Resolved,2
T0000542,C010203,2026-03-15,Account access,Email,43,Resolved,3
T0000543,C000002,2026-03-08,Missing loyalty points,Email,61,Resolved,3
T0000544,C011959,2026-01-20,Account access,Phone,25,Resolved,4
T0000545,C011914,2026-05-18,Account access,Email,34,Resolved,2
T0000546,C006483,2026-03-02,Late delivery,Email,31,Resolved,2
T0000547,C009386,2026-03-01,Damaged item,Chat,4,Resolved,4
T0000548,C006818,2026-04-19,Damaged item,Email,24,Reopened,3
T0000549,C000793,2026-04-04,Incorrect points balance,Chat,70,Resolved,5
T0000550,C003750,2026-01-26,Account access,Email,18,Resolved,1
T0000551,C010238,2026-07-18,Late delivery,Email,2,Resolved,5
T0000552,C003567,2026-06-22,Late delivery,Chat,8,Resolved,5
T0000553,C010793,2026-06-14,Late delivery,Chat,33,Resolved,1
T0000554,C001072,2026-07-27,Damaged item,Chat,19,Resolved,4
T0000555,C003590,2026-05-20,Incorrect points balance,Email,57,Resolved,1
T0000556,C008565,2026-01-06,Refund delay,Chat,46,Resolved,2
T0000557,C011296,2026-05-06,Damaged item,Email,31,Resolved,5
T0000558,C001872,2026-04-17,Incorrect points balance,Phone,90,Resolved,3
T0000559,C004152,2026-03-02,Late delivery,Phone,13,Resolved,1
T0000560,C002402,2026-03-11,Refund delay,Chat,45,Resolved,4
T0000561,C009335,2026-03-10,Late delivery,Email,14,Resolved,5
T0000562,C008644,2026-07-11,Late delivery,Phone,15,Reopened,4
T0000563,C008859,2026-07-24,Late delivery,Chat,33,Resolved,1
T0000564,C007121,2026-04-25,Account access,Email,15,Resolved,1
T0000565,C006633,2026-01-11,Damaged item,Phone,4,Resolved,4
T0000566,C006555,2026-02-19,Account access,Email,35,Resolved,1
T0000567,C004651,2026-03-17,Refund delay,Phone,18,Resolved,2
T0000568,C000693,2026-03-23,Refund delay,Phone,21,Resolved,1
T0000569,C003828,2026-04-13,Refund delay,Chat,27,Resolved,4
T0000570,C005930,2026-07-16,Late delivery,Chat,15,Resolved,1
T0000571,C006492,2026-02-10,Refund delay,Phone,32,Reopened,3
T0000572,C010479,2026-06-26,Damaged item,Email,9,Resolved,4
T0000573,C009186,2026-06-11,Account access,Email,5,Resolved,4
T0000574,C010925,2026-03-11,Refund delay,Email,4,Reopened,1
T0000575,C009450,2026-04-16,Refund delay,Phone,31,Resolved,4
T0000576,C010137,2026-02-07,Damaged item,Chat,5,Resolved,1
T0000577,C005916,2026-03-24,Refund delay,Chat,33,Reopened,2
T0000578,C010947,2026-03-26,Account access,Phone,5,Resolved,5
T0000579,C008055,2026-06-12,Refund delay,Phone,25,Resolved,2
T0000580,C001903,2026-01-20,Redemption failed,Chat,77,Reopened,5
T0000581,C005880,2026-04-11,Refund delay,Phone,18,Resolved,2
T0000582,C006683,2026-02-07,Late delivery,Email,14,Resolved,5
T0000583,C005518,2026-05-01,Late delivery,Chat,41,Resolved,2
T0000584,C002480,2026-07-08,Redemption failed,Chat,29,Resolved,1
T0000585,C004028,2026-07-16,Damaged item,Email,43,Resolved,1
T0000586,C003867,2026-05-01,Damaged item,Chat,27,Reopened,4
T0000587,C000750,2026-03-27,Redemption failed,Chat,64,Resolved,3
T0000588,C002877,2026-03-21,Redemption failed,Phone,8,Resolved,2
T0000589,C003679,2026-03-20,Damaged item,Phone,28,Resolved,2
T0000590,C005446,2026-07-25,Late delivery,Email,4,Resolved,4
T0000591,C004822,2026-06-21,Refund delay,Phone,32,Resolved,2
T0000592,C007260,2026-04-10,Damaged item,Email,26,Resolved,2
T0000593,C008265,2026-07-03,Late delivery,Chat,14,Reopened,2
T0000594,C010943,2026-01-26,Late delivery,Email,7,Resolved,4
T0000595,C005308,2026-06-08,Account access,Phone,19,Resolved,2
T0000596,C005337,2026-03-02,Account access,Email,36,Resolved,5
T0000597,C011775,2026-04-26,Damaged item,Email,2,Resolved,3
T0000598,C008689,2026-03-16,Late delivery,Email,14,Resolved,2
T0000599,C005771,2026-02-23,Account access,Phone,43,Resolved,2
T0000600,C006396,2026-03-04,Account access,Phone,43,Resolved,3
T0000601,C009424,2026-07-24,Late delivery,Chat,45,Resolved,4
T0000602,C008758,2026-03-26,Late delivery,Chat,42,Resolved,2
T0000603,C002644,2026-02-20,Missing loyalty points,Phone,5,Resolved,1
T0000604,C010041,2026-01-25,Late delivery,Phone,28,Resolved,3
T0000605,C007771,2026-03-15,Late delivery,Email,25,Resolved,5
T0000606,C010376,2026-04-06,Damaged item,Chat,30,Resolved,1
T0000607,C002159,2026-02-06,Account access,Chat,21,Resolved,3
T0000608,C009815,2026-05-25,Account access,Phone,36,Resolved,4
T0000609,C007970,2026-03-27,Damaged item,Chat,33,Resolved,5
T0000610,C005412,2026-01-04,Account access,Chat,25,Resolved,1
T0000611,C009149,2026-04-11,Damaged item,Chat,16,Resolved,1
T0000612,C006004,2026-07-13,Late delivery,Phone,20,Resolved,4
T0000613,C000603,2026-03-15,Incorrect points balance,Email,34,Resolved,4
T0000614,C010907,2026-07-10,Late delivery,Phone,12,Resolved,4
T0000615,C006776,2026-01-23,Account access,Chat,12,Resolved,5
T0000616,C009233,2026-03-15,Late delivery,Phone,36,Resolved,3
T0000617,C002290,2026-07-12,Redemption failed,Email,69,Resolved,5
T0000618,C004511,2026-03-11,Late delivery,Phone,3,Resolved,2
T0000619,C001321,2026-07-14,Refund delay,Chat,4,Resolved,2
T0000620,C001180,2026-06-19,Account access,Chat,2,Reopened,3
T0000621,C004894,2026-02-01,Damaged item,Phone,24,Resolved,1
T0000622,C011770,2026-02-18,Refund delay,Chat,13,Resolved,3
T0000623,C011409,2026-02-04,Refund delay,Chat,34,Resolved,2
T0000624,C011330,2026-05-16,Account access,Chat,41,Resolved,5
T0000625,C003165,2026-05-12,Damaged item,Chat,30,Resolved,3
T0000626,C011033,2026-06-09,Damaged item,Phone,36,Resolved,3
T0000627,C005714,2026-02-27,Refund delay,Chat,14,Resolved,5
T0000628,C005918,2026-05-04,Account access,Phone,11,Resolved,5
T0000629,C004341,2026-03-16,Damaged item,Chat,36,Resolved,5
T0000630,C001388,2026-01-24,Late delivery,Phone,12,Resolved,5
T0000631,C009170,2026-03-14,Account access,Chat,47,Resolved,1
T0000632,C009702,2026-05-11,Damaged item,Chat,30,Resolved,5
T0000633,C006163,2026-01-12,Refund delay,Phone,40,Resolved,3
T0000634,C008727,2026-03-17,Damaged item,Phone,13,Resolved,4
T0000635,C000723,2026-05-03,Redemption failed,Phone,84,Resolved,2
T0000636,C002308,2026-06-01,Redemption failed,Phone,59,Resolved,3
T0000637,C001281,2026-06-20,Damaged item,Phone,21,Resolved,5
T0000638,C007209,2026-06-14,Refund delay,Chat,32,Resolved,2
T0000639,C003964,2026-01-18,Account access,Phone,46,Resolved,4
T0000640,C010952,2026-05-04,Damaged item,Email,18,Reopened,1
T0000641,C010341,2026-03-24,Account access,Phone,25,Resolved,5
T0000642,C003079,2026-05-22,Missing loyalty points,Phone,58,Resolved,5
T0000643,C010464,2026-05-15,Damaged item,Chat,43,Resolved,1
T0000644,C001686,2026-03-27,Redemption failed,Email,17,Resolved,1
T0000645,C007844,2026-06-12,Damaged item,Phone,36,Resolved,3
T0000646,C005821,2026-03-23,Refund delay,Chat,24,Resolved,3
T0000647,C006011,2026-04-26,Late delivery,Email,2,Resolved,4
T0000648,C001254,2026-06-19,Missing loyalty points,Chat,2,Resolved,4
T0000649,C009852,2026-03-06,Refund delay,Email,8,Resolved,5
T0000650,C011735,2026-04-01,Late delivery,Phone,15,Resolved,2
T0000651,C009783,2026-01-23,Refund delay,Chat,37,Resolved,5
T0000652,C001871,2026-04-26,Late delivery,Phone,31,Resolved,4
T0000653,C009008,2026-07-01,Late delivery,Chat,26,Resolved,1
T0000654,C000304,2026-02-26,Late delivery,Email,8,Resolved,3
T0000655,C010349,2026-01-03,Account access,Email,14,Resolved,3
T0000656,C008182,2026-01-16,Damaged item,Email,32,Resolved,5
T0000657,C001683,2026-01-21,Late delivery,Email,40,Resolved,1
T0000658,C008946,2026-06-03,Late delivery,Phone,27,Resolved,4
T0000659,C001357,2026-02-03,Account access,Phone,10,Resolved,5
T0000660,C009814,2026-06-27,Account access,Email,45,Resolved,5
T0000661,C003358,2026-02-23,Redemption failed,Chat,19,Reopened,1
T0000662,C003226,2026-01-10,Damaged item,Chat,3,Resolved,2
T0000663,C002731,2026-02-13,Damaged item,Chat,33,Resolved,2
T0000664,C000159,2026-01-23,Damaged item,Phone,42,Resolved,1
T0000665,C010961,2026-04-13,Refund delay,Chat,13,Resolved,2
T0000666,C001399,2026-02-05,Account access,Phone,14,Resolved,2
T0000667,C011732,2026-06-13,Late delivery,Phone,18,Resolved,1
T0000668,C010876,2026-01-09,Refund delay,Email,30,Resolved,1
T0000669,C005521,2026-05-10,Refund delay,Phone,28,Resolved,2
T0000670,C008128,2026-05-15,Damaged item,Phone,47,Resolved,4
T0000671,C011375,2026-02-10,Refund delay,Chat,22,Resolved,2
T0000672,C003185,2026-04-27,Account access,Phone,7,Resolved,3
T0000673,C002424,2026-01-09,Redemption failed,Phone,8,Resolved,2
T0000674,C011867,2026-05-01,Refund delay,Chat,43,Resolved,5
T0000675,C008405,2026-02-04,Account access,Email,17,Resolved,3
T0000676,C007327,2026-03-05,Late delivery,Phone,14,Resolved,3
T0000677,C010737,2026-06-04,Late delivery,Chat,11,Resolved,2
T0000678,C005559,2026-02-26,Damaged item,Email,9,Resolved,5
T0000679,C005745,2026-05-17,Refund delay,Phone,36,Resolved,4
T0000680,C005238,2026-06-03,Damaged item,Chat,29,Resolved,4
T0000681,C009685,2026-06-01,Refund delay,Chat,12,Resolved,5
T0000682,C002894,2026-03-14,Late delivery,Phone,15,Resolved,2
T0000683,C011927,2026-04-01,Damaged item,Email,15,Resolved,5
T0000684,C003422,2026-06-09,Incorrect points balance,Email,39,Reopened,4
T0000685,C000961,2026-01-01,Account access,Chat,32,Resolved,5
T0000686,C006608,2026-06-12,Late delivery,Email,35,Resolved,1
T0000687,C007807,2026-01-19,Late delivery,Phone,42,Resolved,1
T0000688,C006916,2026-06-06,Late delivery,Chat,4,Resolved,1
T0000689,C010813,2026-05-05,Late delivery,Phone,12,Resolved,4
T0000690,C001952,2026-07-22,Missing loyalty points,Phone,42,Reopened,4
T0000691,C010714,2026-07-20,Account access,Phone,6,Reopened,3
T0000692,C006491,2026-04-17,Late delivery,Chat,4,Resolved,2
T0000693,C008323,2026-03-14,Account access,Email,14,Resolved,3
T0000694,C011991,2026-04-12,Account access,Chat,22,Resolved,4
T0000695,C011820,2026-05-07,Damaged item,Chat,8,Reopened,4
T0000696,C002012,2026-01-15,Redemption failed,Chat,11,Resolved,4
T0000697,C006431,2026-01-12,Refund delay,Phone,43,Resolved,4
T0000698,C008040,2026-02-02,Refund delay,Phone,3,Resolved,1
T0000699,C011014,2026-04-18,Account access,Email,2,Resolved,2
T0000700,C002605,2026-03-02,Incorrect points balance,Chat,83,Resolved,1
T0000701,C010242,2026-06-12,Refund delay,Email,38,Resolved,2
T0000702,C007318,2026-06-08,Damaged item,Email,44,Resolved,3
T0000703,C000986,2026-06-18,Refund delay,Chat,38,Resolved,3
T0000704,C003759,2026-02-02,Late delivery,Chat,19,Resolved,5
T0000705,C009270,2026-03-21,Refund delay,Chat,21,Resolved,2
T0000706,C001826,2026-07-13,Account access,Email,35,Resolved,1
T0000707,C003396,2026-05-20,Redemption failed,Phone,52,Reopened,1
T0000708,C011106,2026-01-06,Refund delay,Chat,13,Resolved,1
T0000709,C009446,2026-04-05,Account access,Email,46,Reopened,4
T0000710,C004342,2026-01-23,Late delivery,Email,45,Resolved,2
T0000711,C011433,2026-02-18,Damaged item,Phone,10,Resolved,1
T0000712,C002362,2026-01-14,Late delivery,Chat,19,Resolved,4
T0000713,C010737,2026-06-04,Account access,Email,44,Resolved,1
T0000714,C008531,2026-02-10,Late delivery,Chat,38,Resolved,2
T0000715,C010750,2026-04-23,Late delivery,Chat,31,Resolved,1
T0000716,C002614,2026-06-16,Refund delay,Email,26,Resolved,1
T0000717,C003561,2026-02-17,Refund delay,Email,24,Resolved,1
T0000718,C009852,2026-03-23,Refund delay,Chat,36,Resolved,5
T0000719,C007040,2026-06-19,Refund delay,Phone,15,Resolved,3
T0000720,C011756,2026-03-19,Damaged item,Email,12,Resolved,5
T0000721,C000936,2026-02-07,Incorrect points balance,Phone,8,Reopened,3
T0000722,C001154,2026-06-23,Missing loyalty points,Email,63,Resolved,2
